Order,Site,Gentry_Code,year,Line,Main_Stem,LTER_Tag_#,LTER_Tag_# 2,Taxon,ENQ_Tag_#,CI,Comments JG,Comments JG (simplified),"Growth dbh, (3 yrs)","Growth dgh, (3 yrs)","DBH +DGH, 3yrs",Bins kg,Bins 10 kg,Mass yr 3,Mass dbh yr 1,Mass dbh yr 3,dbh mass growth,mass dgh yr 1,mass dgh yr 3,growth mass dgh,"mass, yr 1, dbh + dgh",growth dbh + dgh,Distance_m,location_2012,Date,Year 2 sample date,Year 3 sample date,Year1_DBH,Year2_DBH,Year3_DBH,Year1_DGH_1,Year2_DGH,Year3_DGH,Mortality_Date,error,Dendrometer,Year2_recorder,Year2_Tagger,Year2_measurer,DTN,POM,Year1_notes,Year2_Notes,Year3_Notes,Year1_Total_Plot_Biomass,Sampled,Angle,location_2011,Cloth_tape,RUFINO HABIT,vnum,WoodDensityBIEN,log Growth (kg/2yr),log Mass (kg),mass-norm growth
1122,Harvard Forest LTER,HFRT4,2,5,141596,,,,5582,,,,,,,,,,,,,,,,,,12.1,R,20121116,20121116,20131031,,1.2,1.7,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,6962,0.38,,,
1123,Harvard Forest LTER,HFRT4,2,5,141596,,,,5583,,,,,,,,,,,,,,,,,,12.1,R,20121116,20121116,20131031,,1.3,1.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,6963,0.38,,,
1124,Harvard Forest LTER,HFRT4,2,5,141596,,,,5584,,,,,,,,,,,,,,,,,,12.1,R,20121116,20121116,20131031,,1.1,1.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,6964,0.38,,,
1125,Harvard Forest LTER,HFRT4,2,5,141596,,,,5585,,,,,,,,,,,,,,,,,,12.1,R,20121116,20121116,20131031,,1.3,1,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,6965,0.38,,,
1126,Harvard Forest LTER,HFRT4,1,5,na,141597,141597,Castanea dentata,,1.5,Dead,Dead,0.1,,0.1,1-5kg,,4.241059495,4.014451381,4.241059495,0.226608114,,,,4.014451381,0.226608114,13.4,C,20111117,20121116,20131031,4.4,4.4,4.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,6966,0.4,-0.644724544,0.603626203,-1.097444196
1127,Harvard Forest LTER,HFRT4,1,5,na,141600,141600,Acer rubrum,,2.5,,,0.5,,0.5,20-100kg,,30.57798508,27.01029612,30.57798508,3.567688958,,,,27.01029612,3.567688958,15.2,C,20111117,20121116,20131031,9.6,9.8,10.1,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,6967,0.49,0.552386984,1.431529345,-0.521260025
1128,Harvard Forest LTER,HFRT4,1,5,na,,,,5204,,,,,0,0,<1kg,,0.515803175,,,,0.515803175,0.515803175,0,0.515803175,0,16,R,20111117,20121116,20131031,,,,1.9,1.9,1.9,,,,Lindsey,Amanda,Colby,,,,tc,,,,,R,,,6968,0.38,,-0.287515989,
1129,Harvard Forest LTER,HFRT4,1,5,na,141601,141601,Tsuga canadensis,,1.5,,,,,,,,,,,,,,,,,16.1,L,20111117,20121116,20131031,,1.5,1.7,2.5,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,C,,,6969,0.38,,,
1130,Harvard Forest LTER,HFRT4,1,5,na,141685,141685,Tsuga canadensis,,1.5,,,-0.1,,-0.1,100-500kg,,444.3718635,447.9758996,444.3718635,-3.60403618,,,,447.9758996,-3.60403618,23.6,C,20111117,20121116,20131031,30.3,30,30.2,,,,,,,Lindsey,Amanda,Colby,,,2 STEMS,,,,,,C,,,6970,0.38,,2.65125465,
1131,Harvard Forest LTER,HFRT4,1,5,141685,141686,141686,Tsuga canadensis,,1,,,0.3,,0.3,100-500kg,,109.1318524,104.485803,109.1318524,4.646049376,,,,104.485803,4.646049376,23.6,C,20111117,20121116,20131031,16.7,16.7,17,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,6971,0.38,0.667083821,2.019057285,-0.847209143
1132,Harvard Forest LTER,HFRT4,1,5,na,141687,141687,Quercus rubra,,4,,,1,,1,>500kg,,1716.164229,1637.384036,1716.164229,78.78019324,,,,1637.384036,78.78019324,25.2,RR,20111117,20121116,20131031,51.5,51.6,52.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,6972,0.56,1.896417042,3.214150552,-0.514195872
1133,Harvard Forest LTER,HFRT4,1,5,na,141712,141712,Tsuga canadensis,,1.5,,,-0.3,,-0.3,>500kg,,851.0294822,866.9502793,851.0294822,-15.92079709,,,,866.9502793,-15.92079709,33,C,20111117,20121116,20131031,39.7,39,39.4,,,,,h,,Lindsey,Amanda,Colby,,,,last year wrong,,,,,C,,,6973,0.38,,2.937994191,
1134,Harvard Forest LTER,HFRT4,1,5,na,141789,141789,Tsuga canadensis,,1.5,,,,,,,,,,,,,,,,,42,C,20111117,20121116,20131031,,1.6,1.8,3.1,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,C,,,6974,0.38,,,
1135,Harvard Forest LTER,HFRT4,1,5,na,141790,141790,Tsuga canadensis,,1.5,,,,,,,,,,,,,,,,,43,C,20111117,20121116,20131031,,1.9,2.2,3.3,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,C,,,6975,0.38,,,
1136,Harvard Forest LTER,HFRT4,1,5,na,,,,5205,,,,,,,,,,,,,,,,,,43.1,R,20111117,20121116,20131031,,,,1,,,11_2012,,,Lindsey,Amanda,Colby,,,,dead,,,,,C,,,6976,0.729,,,
1137,Harvard Forest LTER,HFRT4,1,5,na,141793,141793,Betula alleghaniensis,,1.5,,,0.3,,0.3,1-5kg,,4.71650939,4.014451381,4.71650939,0.702058009,,,,4.014451381,0.702058009,49.9,LL,20111117,20121116,20131031,4.4,4.2,4.7,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,6977,0.55,-0.153627002,0.603626203,-0.606346654
1138,Harvard Forest LTER,HFRT4,1,6,na,141795,141795,Fagus grandifolia,,1.5,,,0.2,,0.2,5-20kg,,5.758340116,5.222082265,5.758340116,0.536257851,,,,5.222082265,0.536257851,0.1,R,20111117,20121116,20131031,4.9,5,5.1,,,,,d,,Lindsey,Amanda,Colby,,,,,,,,,L,,,6978,0.56,-0.270626337,0.717843709,-0.809009118
1139,Harvard Forest LTER,HFRT4,1,6,na,141794,141794,Fagus grandifolia,,1.5,,,0.2,,0.2,5-20kg,,9.280228739,8.565686352,9.280228739,0.714542387,,,,8.565686352,0.714542387,0.4,C,20111117,20121116,20131031,6,6,6.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,6979,0.56,-0.145972004,0.932762168,-0.845543629
1140,Harvard Forest LTER,HFRT4,1,6,na,141809,141809,Quercus rubra,,4,,,-0.2,,-0.2,>500kg,,1530.74578,1545.720473,1530.74578,-14.97469295,,,,1545.720473,-14.97469295,1.2,LL,20111117,20121116,20131031,50.3,49.5,50.1,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,6980,0.56,,3.189130959,
1141,Harvard Forest LTER,HFRT4,1,6,na,141810,141810,Fagus grandifolia,,2.5,,,-0.4,,-0.4,5-20kg,,13.37339101,15.26221616,13.37339101,-1.888825155,,,,15.26221616,-1.888825155,1.8,L,20111117,20121116,20131031,7.6,6.8,7.2,,,,,h,,Lindsey,Amanda,Colby,,,,last year wrong,,,,,L,,,6981,0.56,,1.1836176,
1142,Harvard Forest LTER,HFRT4,1,6,na,131532,131532,Fagus grandifolia,,1,,,0.1,,0.1,1-5kg,,1.706050516,1.574691102,1.706050516,0.131359414,,,,1.574691102,0.131359414,1.9,LL,20111117,20121116,20131031,3,3,3.1,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,6982,0.56,-0.881538798,0.197195373,-1.029435328
1143,Harvard Forest LTER,HFRT4,1,6,na,,,,5206,,,,,0.3,0.3,<1kg,,0.289486676,,,,0.204065773,0.289486676,0.085420903,0.204065773,0.085420903,5,LL,20111117,20121116,20131031,,,,1.3,1.5,1.6,,,,Lindsey,Amanda,Colby,,,,beech,,,,,L,,,6983,0.56,-1.068435842,-0.690229831,-0.550763468
1144,Harvard Forest LTER,HFRT4,1,6,na,,,,5207,1.5,,,,0.3,0.3,<1kg,,0.167814299,,,,0.107485427,0.167814299,0.060328871,0.107485427,0.060328871,10,L,20111117,20121116,20131031,,,,1,1.2,1.3,,,,Lindsey,Amanda,Colby,,,,beech,,,,,L,,,6984,0.56,-1.219474802,-0.968650414,-0.492986992
1145,Harvard Forest LTER,HFRT4,1,6,na,141815,141815,Quercus rubra,,4,,,0.8,,0.8,>500kg,,668.7970882,632.7665579,668.7970882,36.03053038,,,,632.7665579,36.03053038,10.2,RR,20111117,20121116,20131031,34.9,35,35.7,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,6985,0.56,1.556670655,2.801243518,-0.544261984
1146,Harvard Forest LTER,HFRT4,1,6,na,141814,141814,Fagus grandifolia,,1.5,,,,,,,,,,,,,,,,,10.5,R,20111117,20121116,20131031,,2,2.2,3.6,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,R,,,6986,0.56,,,
1147,Harvard Forest LTER,HFRT4,1,6,na,,,,5208,1.5,,,,0.3,0.3,<1kg,,0.167814299,,,,0.167814299,0.167814299,0,0.167814299,0,14,R,20111117,20121116,20131031,,,,1.2,1.2,1.5,,,,Lindsey,Amanda,Colby,,,,beech,,,,,R,,,6987,0.56,,-0.775171037,
1148,Harvard Forest LTER,HFRT4,1,6,na,,,,5209,1.5,,,,0.1,0.1,<1kg,,0.135672746,,,,0.107485427,0.135672746,0.028187318,0.107485427,0.028187318,14,C,20111117,20121116,20131031,,,,1,1.1,1.1,,,,Lindsey,Amanda,Colby,,,,beech,,,,,C,,,6988,0.56,-1.549946245,-0.968650414,-0.823458434
1149,Harvard Forest LTER,HFRT4,2,6,na,,,,5579,1.5,,,,,,,,,,,,,,,,,14.2,RR,20121116,20121116,20131031,,,,,1,1,,,,Lindsey,Amanda,Colby,,,,beech,,,,,,,,6989,0.56,,,
1150,Harvard Forest LTER,HFRT4,1,6,na,,,,5210,1.5,,,,0.2,0.2,<1kg,,0.135672746,,,,0.135672746,0.135672746,0,0.135672746,0,14.3,RR,20111117,20121116,20131031,,,,1.1,1.1,1.3,,,,Lindsey,Amanda,Colby,,,,beech,,,,,R,,,6990,0.56,,-0.867507385,
1151,Harvard Forest LTER,HFRT4,1,6,na,141884,141884,Fagus grandifolia,,,,,0.1,,0.1,1-5kg,,2.138052285,1.987643074,2.138052285,0.150409211,,,,1.987643074,0.150409211,17.1,LL,20111117,20121116,20131031,3.3,3.3,3.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,6991,0.56,-0.822725567,0.2983384,-1.046479367
1152,Harvard Forest LTER,HFRT4,1,6,na,141885,141885,Fagus grandifolia,,1.5,,,,,,,,,,,,,,,,,17.3,C,20111117,20121116,20131031,,2.4,2.5,3.4,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,R,,,6992,0.56,,,
1153,Harvard Forest LTER,HFRT4,2,6,141885,141886,,,,,,,,,,,,,,,,,,,,,17.3,C,20121116,20121116,20131031,,1.1,1.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,6993,0.56,,,
1154,Harvard Forest LTER,HFRT4,1,6,na,,,,5211,1,,,,0.2,0.2,<1kg,,0.738005177,,,,0.658707236,0.738005177,0.079297941,0.658707236,0.079297941,20,R,20111117,20121116,20131031,,,,2.1,2.2,2.3,,,,Lindsey,Amanda,Colby,,,,beech,,,,,R,,,6994,0.56,-1.100738089,-0.181307566,-0.964757415
1155,Harvard Forest LTER,HFRT4,1,6,na,141890,141890,Fagus grandifolia,,1.5,,,0.2,,0.2,1-5kg,,1.987643074,1.706050516,1.987643074,0.281592558,,,,1.706050516,0.281592558,20,R,20111117,20121116,20131031,3.1,3.2,3.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,6995,0.56,-0.550378827,0.231991886,-0.724372742
1156,Harvard Forest LTER,HFRT4,1,6,na,141911,141911,Betula lenta,,2.5,,,0.4,,0.4,20-100kg,,43.79875249,40.22969724,43.79875249,3.569055244,,,,40.22969724,3.569055244,22.3,C,20111117,20121116,20131031,11.3,11.4,11.7,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,6996,0.6,0.55255327,1.604546764,-0.650856803
1157,Harvard Forest LTER,HFRT4,1,6,na,141913,141913,Castanea dentata,,2,,,0,,0,1-5kg,,2.138052285,2.138052285,2.138052285,0,,,,2.138052285,0,28.2,C,20111117,20121116,20131031,3.4,3.4,3.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,6997,0.4,,0.330018321,
1158,Harvard Forest LTER,HFRT4,2,6,na,,,,5578,1.5,,,,,,,,,,,,,,,,,28.9,L,20121116,20121116,20131031,,,,,1.4,1.6,,,,Lindsey,Amanda,Colby,,,,tc,,,,,,,,6998,0.38,,,
1159,Harvard Forest LTER,HFRT4,1,6,na,141914,141914,Acer rubrum,,1.5,,,,,,,,,,,,,,,,,30,RR,20111117,20121116,20131031,,2.3,2.4,3.5,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,R,,,6999,0.49,,,
1160,Harvard Forest LTER,HFRT4,1,6,na,141976,141976,Acer rubrum,,3,,,0.3,,0.3,100-500kg,,125.4896632,120.4404207,125.4896632,5.049242501,,,,120.4404207,5.049242501,31.2,L,20111117,20121116,20131031,17.7,17.6,18,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7000,0.49,0.703226229,2.080772264,-0.857352969
1161,Harvard Forest LTER,HFRT4,1,6,na,141978,141978,Tsuga canadensis,,2,,,1,,1,20-100kg,,63.26330989,52.49343766,63.26330989,10.76987223,,,,52.49343766,10.76987223,35,C,20111117,20121116,20131031,12.6,12.8,13.6,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7001,0.38,1.032210551,1.720105015,-0.25786821
1162,Harvard Forest LTER,HFRT4,2,6,141978,,,,5576,,,,,,,,,,,,,,,,,,35,C,20121116,20121116,20131031,,1.5,1.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7002,0.38,,,
1163,Harvard Forest LTER,HFRT4,2,6,141978,,,,5577,,,,,,,,,,,,,,,,,,35,C,20121116,20121116,20131031,,1.4,1.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7003,0.38,,,
1164,Harvard Forest LTER,HFRT4,1,6,na,141979,141979,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,35.6,C,20111117,20121116,20131031,,1.3,1.3,2.3,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7004,0.38,,,
1165,Harvard Forest LTER,HFRT4,1,6,na,141981,141981,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,35.7,RR,20111117,20121116,20131031,,1.8,1.9,3.2,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7005,0.38,,,
1166,Harvard Forest LTER,HFRT4,1,6,na,141980,141980,Tsuga canadensis,,1,,,0.3,,0.3,5-20kg,,6.925096337,6.038148056,6.925096337,0.886948281,,,,6.038148056,0.886948281,35.9,R,20111117,20121116,20131031,5.2,5.4,5.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7006,0.38,-0.052101704,0.780903758,-0.637779522
1167,Harvard Forest LTER,HFRT4,1,6,na,141989,141989,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,37.2,R,20111117,20121116,20131031,,2.1,2.2,3.3,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7007,0.38,,,
1168,Harvard Forest LTER,HFRT4,2,6,141989,141990,,,,1,,,,,,,,,,,,,,,,,37.2,R,20121116,20121116,20131031,,1.9,2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7008,0.38,,,
1169,Harvard Forest LTER,HFRT4,1,6,na,,,,5212,1,,,,0.2,0.2,<1kg,,0.515803175,,,,0.451968277,0.515803175,0.063834898,0.451968277,0.063834898,38.1,R,20111117,20121116,20131031,,,,1.8,1.9,2,,,,Lindsey,Amanda,Colby,,,,tc,,,,,R,,,7009,0.38,-1.194941831,-0.344892047,-0.936272796
1170,Harvard Forest LTER,HFRT4,1,6,na,131724,131724,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,39.4,L,20111117,20121116,20131031,,1.5,1.5,2.3,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7010,0.38,,,
1171,Harvard Forest LTER,HFRT4,1,6,na,131723,131723,Tsuga canadensis,,1.5,,,0.2,,0.2,20-100kg,,24.34249804,23.06965816,24.34249804,1.272839875,,,,23.06965816,1.272839875,39.6,LL,20111117,20121116,20131031,9,9.1,9.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7011,0.38,0.104773772,1.363041159,-0.917507097
1172,Harvard Forest LTER,HFRT4,1,6,na,141996,141996,Tsuga canadensis,,1,,,0,,0,1-5kg,,4.475054711,4.475054711,4.475054711,0,,,,4.475054711,0,40,C,20111117,20121116,20131031,4.6,4.5,4.6,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7012,0.38,,0.650798349,
1173,Harvard Forest LTER,HFRT4,1,6,na,131722,131722,Tsuga canadensis,,1,,,0.1,,0.1,1-5kg,,2.628757352,2.458525676,2.628757352,0.170231677,,,,2.458525676,0.170231677,40.7,L,20111117,20121116,20131031,3.6,3.6,3.7,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7013,0.38,-0.768959622,0.390674748,-1.061965684
1174,Harvard Forest LTER,HFRT4,1,6,na,142044,142044,Tsuga canadensis,,1.5,,,0.5,,0.5,20-100kg,,70.30175342,64.40599492,70.30175342,5.895758508,,,,64.40599492,5.895758508,41.2,RR,20111117,20121116,20131031,13.7,13.9,14.2,,,,,d,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7014,0.38,0.770539686,1.808926293,-0.586155034
1175,Harvard Forest LTER,HFRT4,1,6,na,142045,142045,Quercus rubra,,4,,,0.3,,0.3,100-500kg,,395.7082742,385.711869,395.7082742,9.99640525,,,,385.711869,9.99640525,41.3,C,20111117,20121116,20131031,28.5,28.3,28.8,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7015,0.56,0.999843854,2.586263003,-0.939853398
1176,Harvard Forest LTER,HFRT4,1,6,na,142025,142025,Pinus strobus,,4,,,0.7,,0.7,>500kg,,779.0239433,744.4235747,779.0239433,34.60036856,,,,744.4235747,34.60036856,48,L,20111117,20121116,20131031,37.3,37.7,38,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7016,0.34,1.539080725,2.871820118,-0.614784364
1177,Harvard Forest LTER,HFRT4,1,7,na,,,,5225,1,,,,0.1,0.1,<1kg,,0.135672746,,,,0.135672746,0.135672746,0,0.135672746,0,1.2,RR,20111117,20121116,20131031,,,,1.1,1.1,1.2,,,,Lindsey,Amanda,Colby,,,,long green bud check 152127,,,,,R,,,7017,0.729,,-0.867507385,
1178,Harvard Forest LTER,HFRT4,1,7,na,141653,141653,Tsuga canadensis,,1,,,,,,,,,,,,,,,,,2,L,20111117,20121116,20131031,,2.1,2.1,4.2,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7018,0.38,,,
1179,Harvard Forest LTER,HFRT4,2,7,141653,,,,5607,,,,,,,,,,,,,,,,,,2,L,20121116,20121116,20131031,,1,1.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7019,0.38,,,
1180,Harvard Forest LTER,HFRT4,2,7,141653,,,,5608,,,,,,,,,,,,,,,,,,2,L,20121116,20121116,20131031,,1.3,1.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7020,0.38,,,
1181,Harvard Forest LTER,HFRT4,1,7,na,141587,,,5224,1,,,,,,,,,,,,,,,,,2.6,LL,20111117,20121116,20131031,,1.5,1.7,2.3,,,,gk,,Lindsey,Amanda,Colby,,,,actually 141587 tc,,,,,L,,,7021,0.38,,,
1182,Harvard Forest LTER,HFRT4,1,7,na,141654,141654,Tsuga canadensis,,1.5,,,,,,,,,,,,,,,,,2.8,L,20111117,20121116,20131031,20.7,21,2.6,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7022,0.38,,,
1183,Harvard Forest LTER,HFRT4,1,7,na,141657,141657,Acer rubrum,,1,,,-0.1,,-0.1,20-100kg,,35.20860744,36.01807799,35.20860744,-0.809470547,,,,36.01807799,-0.809470547,5.4,RR,20111117,20121116,20131031,10.8,10.6,10.7,,,,,,,Lindsey,Amanda,Colby,,,,maybe dead,,,,,R,,,7023,0.49,,1.556520534,
1184,Harvard Forest LTER,HFRT4,1,7,na,141658,141658,Hamamelis virginiana,,1.5,,,0,,0,1-5kg,,2.294985014,2.294985014,2.294985014,0,,,,2.294985014,0,5.9,L,20111117,20121116,20131031,3.5,3.5,3.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7024,0.56,,0.360779854,
1185,Harvard Forest LTER,HFRT4,1,7,na,141659,141659,Tsuga canadensis,,1.5,,,0.4,,0.4,1-5kg,,1.843671573,1.330393876,1.843671573,0.513277697,,,,1.330393876,0.513277697,6.7,C,20111117,20121116,20131031,2.8,3,3.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7025,0.38,-0.289647606,0.123980237,-0.382632784
1186,Harvard Forest LTER,HFRT4,1,7,na,141661,141661,Betula lenta,,1,,,,,,,,,,,,,,,,,7.8,L,20111117,20121116,20131031,,1.9,2,2.5,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7026,0.6,,,
1187,Harvard Forest LTER,HFRT4,1,7,na,141660,141660,Tsuga canadensis,,1.5,,,0.2,,0.2,1-5kg,,1.330393876,1.110035743,1.330393876,0.220358133,,,,1.110035743,0.220358133,7.9,C,20111117,20121116,20131031,2.6,2.6,2.8,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7027,0.38,-0.656870916,0.045336963,-0.690873638
1188,Harvard Forest LTER,HFRT4,1,7,na,,,,5223,,,,,-0.1,-0.1,<1kg,,0.204065773,,,,0.244575777,0.204065773,-0.040510004,0.244575777,-0.040510004,10.5,L,20111117,20121116,20131031,,,,1.4,1.3,1.3,,,,Lindsey,Amanda,Colby,,,,chestnut,,,,,L,,,7028,0.4,,-0.611586558,
1189,Harvard Forest LTER,HFRT4,1,7,na,141617,141617,Tsuga canadensis,,1.5,,,0.8,,0.8,5-20kg,,10.41605764,7.556658523,10.41605764,2.859399117,,,,7.556658523,2.859399117,11.6,C,20111117,20121116,20131031,5.7,6.1,6.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,C,,,7029,0.38,0.456274779,0.878329797,-0.202472569
1190,Harvard Forest LTER,HFRT4,2,7,141617,,,,5602,,,,,,,,,,,,,,,,,,11.6,C,20121116,20121116,20131031,,1.4,1.5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7030,0.38,,,
1191,Harvard Forest LTER,HFRT4,2,7,141617,,,,5603,,,,,,,,,,,,,,,,,,11.6,C,20121116,20121116,20131031,,1.2,1.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7031,0.38,,,
1192,Harvard Forest LTER,HFRT4,2,7,141617,,,,5604,,,,,,,,,,,,,,,,,,11.6,C,20121116,20121116,20131031,,1.2,1.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7032,0.38,,,
1193,Harvard Forest LTER,HFRT4,2,7,141617,,,,5605,,,,,,,,,,,,,,,,,,11.6,C,20121116,20121116,20131031,,2.2,2.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7033,0.38,,,
1194,Harvard Forest LTER,HFRT4,2,7,141617,,,,5606,,,,,,,,,,,,,,,,,,11.6,C,20121116,20121116,20131031,,1.2,1.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7034,0.38,,,
1195,Harvard Forest LTER,HFRT4,1,7,na,141616,141616,Betula lenta,,1.5,30º,,0,,0,5-20kg,,5.486340946,5.486340946,5.486340946,0,,,,5.486340946,0,11.7,LL,20111117,20121116,20131031,5,5,5,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7035,0.6,,0.739282793,
1196,Harvard Forest LTER,HFRT4,1,7,na,141618,141618,Tsuga canadensis,,1.5,,,,,,,,,,,,,,,,,12.3,R,20111117,20121116,20131031,,2.1,2.3,4,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7036,0.38,,,
1197,Harvard Forest LTER,HFRT4,2,7,141618,,,,5601,,,,,,,,,,,,,,,,,,12.3,R,20121116,20121116,20131031,,1.1,1.1,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7037,0.38,,,
1198,Harvard Forest LTER,HFRT4,1,7,na,141621,141621,Acer rubrum,,1.5,45º,,0,,0,5-20kg,,12.92407182,12.92407182,12.92407182,0,,,,12.92407182,0,14.8,RR,20111117,20121116,20131031,7.1,7,7.1,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7038,0.49,,1.111399363,
1199,Harvard Forest LTER,HFRT4,1,7,na,141622,141622,Hamamelis virginiana,,1,Dead,Dead,0.1,,0.1,1-5kg,,1.843671573,1.706050516,1.843671573,0.137621057,,,,1.706050516,0.137621057,15,L,20111117,20121116,20131031,3.1,3.1,3.2,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7039,0.56,-0.861315111,0.231991886,-1.035309026
1200,Harvard Forest LTER,HFRT4,1,7,na,141623,141623,Tsuga canadensis,,1.5,,,1,,1,20-100kg,,98.47590913,84.36126799,98.47590913,14.11464114,,,,84.36126799,14.11464114,15.5,LL,20111117,20121116,20131031,15.3,15.6,16.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7040,0.38,1.149669841,1.926143099,-0.294937483
1201,Harvard Forest LTER,HFRT4,2,7,141623,,,,5600,,,,,,,,,,,,,,,,,,15.5,LL,20121116,20121116,20131031,,2.9,,,,,10_2013,,,Lindsey,Amanda,Colby,,,,,,,,,,,,7041,0.38,,,
1202,Harvard Forest LTER,HFRT4,1,7,na,141624,141624,Betula lenta,,1,,,0,,0,1-5kg,,3.795157105,3.795157105,3.795157105,0,,,,3.795157105,0,15.6,C,20111117,20121116,20131031,4.3,4.2,4.3,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7042,0.6,,0.579229759,
1203,Harvard Forest LTER,HFRT4,1,7,na,141626,141626,Acer rubrum,,2,,,0.1,,0.1,5-20kg,,19.49063655,18.92853081,19.49063655,0.56210574,,,,18.92853081,0.56210574,17.4,L,20111117,20121116,20131031,8.3,8.3,8.4,,,,,,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7043,0.49,-0.25018198,1.277116906,-1.20801966
1204,Harvard Forest LTER,HFRT4,1,7,na,141759,141759,Betula alleghaniensis,,1.5,,,,,,,,,,,,,,,,,21.6,C,20111117,20121116,20131031,,1,11,2,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,L,,,7044,0.55,,,
1205,Harvard Forest LTER,HFRT4,1,7,na,141762,141762,Betula alleghaniensis,,,,,,,,,,,,,,,,,,,23,RR,20111117,20121116,20131031,,,,2.5,,,11_2012,,,Lindsey,Amanda,Colby,,,,dead,,,,,R,,,7045,0.55,,,
1206,Harvard Forest LTER,HFRT4,1,7,na,141761,141761,Betula alleghaniensis,,1,,,,,,,,,,,,,,,,,23.1,R,20111117,20121116,20131031,,2.2,2.2,3.3,,,,g,,Lindsey,Amanda,Colby,,,,,,,,,R,,,7046,0.55,,,
